コード,名称,フリガナ,略称,郵便番号,住所１,住所２,部署名,役職名,ご担当者,敬称,TEL,FAX,メールアドレス,ホームページ,担当者,,取引区分,単価種類,掛率,請求先,,締グループ,,金額端数処理,税端数処理,税転嫁,与信限度額,売掛残高,回収方法,,,回収サイクル,回収日,手数料負担,サイト,指定売上伝票,指定請求書,宛名ラベル,企業コード,分類１,,分類２,,分類３,,分類４,,分類５,,メモ欄,参照表示,更新日,請求書合算, 
650,ミマス株式会社,ﾐﾏｽｶﾌﾞｼｷｶﾞｲｼｬ,ミマス㈱,519-0493,三重県度会郡玉城町佐田６２６,,,,,御中,,,,,B,板鼻健太郎B,掛売上,売上単価１,100.0 ,650,ミマス株式会社,31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,0 ,000,,,当月,0 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2015年05月27日,,
651,ミマス株式会社,ﾐﾏｽｶﾌﾞｼｷｶﾞｲｼｬ,ミマス㈱,541-0052,大阪府大阪市中央区安土町二丁目4番6号,,第三営業部,課長,森田　治樹,様,06-6261-2618,,,,K,上村　茂K,掛売上,売上単価１,100.0 ,651,ミマス株式会社,31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,"330,156 ",000,,,翌月,31 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2016年08月03日,,
661,モリリン株式会社本店,ﾓﾘﾘﾝ (ｶﾌﾞ),モリリン㈱本店,491-0859,愛知県一宮市本町４丁目２２－１０,,素材グループ  素材１部  衣料素材１課,,河合,様,0586-25-2171,,,,X,上村　茂X,掛売上,売上単価１,100.0 ,661,モリリン株式会社本店,31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,0 ,201,振込,当座預金,翌月,31 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,×,,,,,,,,,,,,,表示する,2014年11月11日,,
662,株式会社森傳,(ｶﾌﾞ) ﾓﾘﾃﾞﾝ,㈱森傳,108-0073,東京都港区三田３丁目９番９号,,インテリア産業資材本部・東京業務課,,永野,様,03-3454-8211,,,,X,上村　茂X,掛売上,売上単価１,100.0 ,662,株式会社森傳,31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,"689,203 ",201,振込,当座預金,翌月,31 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,×,,,,,,,,,,,,,表示する,2015年04月29日,,
665,株式会社森傳,0.ﾓﾘﾃﾞﾝｶﾌﾞｼｷｶﾞｲｼｬｶﾌﾞｼｷｶﾞｲｼｬ,株式会社森傳,550-0012,大阪府大阪市西区立売堀１－２－１２,本町平成ビル５Ｆ,インテリア産業資材本部,課長,井上,様,06-6541-1796,,,,X,上村　茂X,掛売上,売上単価１,100.0 ,665,株式会社森傳,31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,0 ,201,振込,当座預金,翌月,31 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,×,,,,,,,,,,,,,表示する,2014年11月11日,,
670,三菱レイヨン株式会社,ﾐﾂﾋﾞｼﾚｲﾖﾝｶﾌﾞｼｷｶﾞｲｼｬ,三菱レイヨン株式会社,100-8253,東京都千代田区丸の内一丁目１番１号,パレスビル,繊維加工技術部 テキスタイル加工グループ,,山本,様,03-6748-7580,03-3286-1399,,,B,板鼻健太郎B,掛売上,売上単価１,100.0 ,670,三菱レイヨン株式会社,31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,"356,400 ",000,,,当月,0 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2016年07月23日,,
671,三菱レイヨン株式会社,ﾐﾂﾋﾞｼﾚｲﾖﾝｶﾌﾞｼｷｶﾞｲｼｬ,三菱レイヨン㈱,5306040,大阪府大阪市北区天満橋1-8-30 OAPﾀﾜｰ32F,,テキスタイル販売部ソアロン貿易Ｇ,,,御中,06-6881-6367,,,,E,清田　祐也E,掛売上,売上単価１,100.0 ,671,三菱レイヨン株式会社,31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,"102,060 ",000,,,翌月,31 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2016年08月23日,,
673,三菱レイヨン株式会社大阪支店,ﾐﾂﾋﾞｼﾚｲﾖﾝｶﾌﾞｼｷｶﾞｲｼｬｵｵｻｶｼﾃﾝ,三菱レイヨン株式会社大阪,5306040,大阪府大阪市北区天満橋1-8-30 OAPタワー,,繊維加工技術部 ﾃｷｽﾀｲﾙ加工ｸﾞﾙｰﾌﾟ,,山本,様,06-6881-6377,06-6881-6388,,,B,板鼻健太郎B,掛売上,売上単価１,100.0 ,673,三菱レイヨン株式会社大阪支店,31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,0 ,000,,,翌月,31 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2016年04月01日,,
678,港屋株式会社,ﾐﾅﾄﾔｶﾌﾞｼｷｶﾞｲｼｬ,港屋㈱,940-0224,新潟県長岡市東町４番５号,,,,,御中,0258-52-2169,,,,K,上村　茂K,掛売上,売上単価１,100.0 ,678,港屋株式会社,15,毎月15日締,切り捨て,切り捨て,外税/伝票計,0 ,0 ,000,,,当月,31 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2014年12月03日,,
711,株式会社ヤギ,ｶﾌﾞｼｷｶﾞｲｼｬﾔｷﾞ,㈱ヤギ,541-0056,大阪府大阪市中央区久太郎町2-2-8,,,,,御中,06-6266-8612,06-6271-1288,,,,,掛売上,売上単価１,100.0 ,711,株式会社ヤギ,31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,0 ,000,,,翌月,31 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2016年06月16日,,
712,株式会社ヤギコーポレーション,ｶﾌﾞﾔｷﾞｺｰﾎﾟﾚｰｼｮﾝ,㈱ヤギコーポレーション,920-8503,石川県金沢市問屋町２－８０,,プロダクトチーム,,筆,様,076-237-1291,,,,L,上村　茂L,掛売上,売上単価１,100.0 ,712,株式会社ヤギコーポレーション,20,毎月20日締,切り捨て,切り捨て,外税/伝票計,0 ,"3,342,374 ",201,振込,当座預金,翌月,31 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,×,,,,,,,,,,,,,表示する,2014年11月11日,,
713,株式会社ヤギ　福井支店,ｶﾌﾞｼｷｶﾞｲｼｬﾔｷﾞ ﾌｸｲｼﾃﾝ,㈱ヤギ　福井支店,910-0023,福井県福井市順化一丁目8番10号,福井県繊維卸商協会ビル3階,,,,様,0776-21-3615,,,,B,板鼻健太郎B,掛売上,売上単価１,100.0 ,713,株式会社ヤギ　福井支店,31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,0 ,000,,,当月,0 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2015年05月27日,,
720,株式会社安井,ｶﾌﾞ ﾔｽｲ,㈱安井,103-0012,東京都中央区日本橋堀留町１ー３－２１,,,部長,内田,様,,,,,L,上村　茂L,掛売上,売上単価１,100.0 ,720,株式会社安井,31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,"715,324 ",201,振込,当座預金,翌月,31 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,×,,,,,,,,,,,,,表示する,2014年12月03日,,
721,山甚撚糸株式会社,ﾔﾏｼﾞﾝﾈﾝｼｶﾌﾞｼｷｶﾞｲｼｬ,山甚撚糸㈱,910-2339,福井県福井市薬師町２３－２２,,,,,御中,0776-90-3006,0776-90-1058,,,E,清田　祐也E,掛売上,売上単価１,100.0 ,721,山甚撚糸株式会社,31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,"531,253 ",000,,,当月,0 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2015年02月02日,,
752,ユニチカトレーディング株式会社,ﾕﾆﾁｶﾄﾚｰﾃﾞｨﾝｸﾞｶﾌﾞｼｷｶﾞｲｼｬ,ユニチカトレーディング㈱,541-0053,大阪府大阪市中央区本町二丁目5番7号,,,,,御中,06-4705-9083,06-4705-9084,,,B,板鼻健太郎B,掛売上,売上単価１,100.0 ,752,ユニチカトレーディング株式会社,31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,0 ,000,,,当月,0 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2016年05月06日,,
753,ユニコム有限会社,ﾕﾆｺﾑﾕｳｹﾞﾝｶﾞｲｼｬ,ユニコム㈲,101-0047,東京都千代田区内神田3-4-12,トーハン第７ビル２Ｆ,,,,御中,03-5298-5266,,,,E,清田　祐也E,掛売上,売上単価１,100.0 ,753,ユニコム有限会社,31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,"2,361,463 ",000,,,翌月,31 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2016年05月23日,,
801,株式会社アンファミエ,ｶﾌﾞｱﾝﾌｧﾐｴ,㈱アンファミエ,550-0014,大阪府大阪市西区北堀江１－１－１８,四ツ橋イーストビル６Ｆ,生産部,,尾崎,様,06-7633-9339,06-6532-6411,,,L,上村　茂L,掛売上,売上単価１,100.0 ,801,株式会社アンファミエ,31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,"2,275,441 ",201,振込,当座預金,翌月,31 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,×,,,,,,,,,,,,,表示する,2015年12月24日,,
831,菱光サイジング株式会社,ﾘｮｳｺｳｻｲｼﾞﾝｸﾞｶﾌﾞｼｷｶﾞｲｼｬ,菱光サイジング㈱,919-0628,福井県あわら市大溝１－２３－５,,,,,御中,0776-73-0371,,,,B,板鼻健太郎B,掛売上,売上単価１,100.0 ,831,菱光サイジング株式会社,31,毎月末日締,四捨五入,切り捨て,外税/伝票計,0 ,0 ,000,,,当月,0 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2015年05月27日,,
841,ロザーヌテキスタイル株式会社,ﾛｻﾞｰﾇﾃｷｽﾀｲﾙｶﾌﾞｼｷｶﾞｲｼｬ,ロザーヌテキスタイル㈱,940-0234,新潟県長岡市栃尾泉２２３番地,,,,,御中,0258-52-1166,,,,B,板鼻健太郎B,掛売上,売上単価１,100.0 ,841,ロザーヌテキスタイル株式会社,31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,"562,277 ",000,,,当月,0 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2015年05月27日,,
990,ＬＥＡＤ　ＹＯＵＮＧ,LEAD YOUNG,LEAD YOUNG,,"5F-1 NO.410 NAN KING WEST RD. TAIPEI,TAI",,,,,様,02-2552-2699,,,,E,清田　祐也E,掛売上,売上単価１,100.0 ,990,ＬＥＡＤ　ＹＯＵＮＧ,31,毎月末日締,切り捨て,切り捨て,輸出(免税),0 ,0 ,000,,,翌月,31 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2015年09月05日,,
991,ＭＯＤＡ　ＪＡＣＫ　ＴＥＸＴＩＬＥ,"MODA JACK TEXTILE CO.,LTD",MODA JACK,,ＮＯ．２１１，ＮＡＮＫＩＮＧ　Ｗ．ＲＤ．,,,,,御中,25560119,,,,E,清田　祐也E,掛売上,売上単価１,100.0 ,991,ＭＯＤＡ　ＪＡＣＫ　ＴＥＸＴＩＬＥ,31,毎月末日締,切り捨て,切り捨て,輸出(免税),0 ,0 ,201,振込,当座預金,当月,31 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2014年10月31日,,
992,ＬＩ  ＳＨＥＮＧ  ＴＥＸＴＩＬＥ,"LI SHENG TEXTILE CO.,LTD.",ＬＩ ＳＨＥＮＧ ＴＥＸＴ,,ＮＡＮ－ＫＩＮＧ  Ｗ．ＲＤ．，,ＴＡＩＰＥＩ，ＴＡＩＷＡＮ，Ｒ．Ｏ．Ｃ．,,,,御中,02-2552-1141,,,,E,清田　祐也E,掛売上,売上単価１,100.0 ,992,ＬＩ  ＳＨＥＮＧ  ＴＥＸＴＩＬＥ,31,毎月末日締,切り捨て,切り捨て,輸出(免税),0 ,"1,502,439 ",201,振込,当座預金,翌月,31 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,×,,,,,,,,,,,,,表示する,2014年10月31日,,
993,"LI SHENG TEXTILE CO.,LTD.","LI SHENG TEXTILE CO.,LTD.","LI SHENG TEXTILE CO.,LTD",,"NAN-KING W.RD.,","TAIPEI, TAIWAN,R.O.C",,,,御中,02-2552-1141,,,,E,清田　祐也E,掛売上,売上単価１,100.0 ,993,"LI SHENG TEXTILE CO.,LTD.",31,毎月末日締,切り捨て,切り捨て,輸出(免税),0 ,"-4,000,348 ",201,振込,当座預金,翌月,31 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,×,,,,,,,,,,,,,表示する,2015年11月10日,,
994,"SAMAZE CO.,LTD.","SAMAZE CO.,LTD.","SAMAZE CO.,LTD.",,"GUANGZHOU,CHINA",,,,,御中,,,,,E,清田　祐也E,掛売上,売上単価１,100.0 ,994,"SAMAZE CO.,LTD.",31,毎月末日締,切り捨て,切り捨て,輸出(免税),0 ,"37,816 ",000,,,翌月,31 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2016年07月12日,,
IND,鈴倉インダストリー株式会社,ｽｽﾞｸﾗｲﾝﾀﾞｽﾄﾘｰｶﾌﾞｼｷｶﾞｲｼｬ,鈴倉インダストリー㈱,940-0135,新潟県長岡市金沢３－１－１,,,,,御中,0258-52-4101,0258-53-6249,,,,,掛売上,売上単価１,100.0 ,IND,鈴倉インダストリー株式会社,31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,0 ,000,,,翌月,0 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2015年12月22日,,
SFN,株式会社ソフィーナ原工場,ｶﾌﾞｼｷｶﾞｲｼｬｿﾌｨｰﾅﾊﾗｺｳｼﾞｮｳ,株式会社ソフィーナ原工場,940-0134,新潟県長岡市栃尾原町5丁目3番35号,,,,,御中,0258-52-5521,0258-89-8039,,,,,掛売上,売上単価１,100.0 ,SFN,株式会社ソフィーナ原工場,31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,0 ,201,振込,当座預金,翌月,20 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2015年06月30日,,
SFNB,株式会社ソフィーナ原工場B,ｶﾌﾞｼｷｶﾞｲｼｬｿﾌｨｰﾅﾊﾗｺｳｼﾞｮｳ,株式会社ソフィーナ原工場,940-0134,新潟県長岡市栃尾原町5丁目3番35号,,,,,御中,0258-52-5521,0258-89-8039,,,,,掛売上,売上単価１,100.0 ,SFNB,株式会社ソフィーナ原工場B,31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,"3,629,134 ",501,その他,相殺,翌々月,31 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2015年09月10日,,
SMM,株式会社シモムラ本社,ｶﾌﾞｼｷｶﾞｲｼｬｼﾓﾑﾗﾎﾝｼｬ,株式会社シモムラ本社,923-0852,石川県小松市南浅井町イ１０１番地５,,,,,御中,0761-21-2011,0761-21-2099,,http://simomura.jp/,,,掛売上,売上単価１,100.0 ,SMM,株式会社シモムラ本社,31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,0 ,000,,,翌月,20 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : Ａ4請求明細（ｼﾓﾑﾗ用）,○,,,,,,,,,,,,,表示する,2015年04月16日,,
SNI,社内処理用,ｼｬﾅｲｼｮﾘﾖｳ,社内処理用,,,,,,,様,,,,,,,掛売上,売上単価１,100.0 ,SNI,社内処理用,00,,切り捨て,切り捨て,外税/伝票計,0 ,0 ,000,,,当月,0 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2015年01月16日,,
SNIB,社内処理用(板鼻B),ｼｬﾅｲｼｮﾘﾖｳ(ｲﾀﾊﾅB),社内処理用(板鼻B),,,,,,,様,,,,,B,板鼻健太郎B,掛売上,売上単価１,100.0 ,SNIB,社内処理用(板鼻B),31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,0 ,000,,,当月,0 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2016年04月27日,,
SNIE,社内処理用(清田E),ｼｬﾅｲｼｮﾘﾖｳ(ｾｲﾀﾞE),社内処理用(清田E),,,,,,,,,,,,E,清田　祐也E,掛売上,売上単価１,100.0 ,SNIE,社内処理用(清田E),31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,0 ,000,,,当月,0 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2016年04月27日,,
SNIK,社内処理用(上村K),ｼｬﾅｲｼｮﾘﾖｳ(ｶﾐﾑﾗK),社内処理用(上村K),,,,,,,様,,,,,K,上村　茂K,掛売上,売上単価１,100.0 ,SNIK,社内処理用(上村K),31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,0 ,000,,,当月,0 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2016年04月27日,,
SNIL,社内処理用(上村L),ｼｬﾅｲｼｮﾘﾖｳ(ｶﾐﾑﾗL),社内処理用(上村L),,,,,,,様,,,,,L,上村　茂L,掛売上,売上単価１,100.0 ,SNIL,社内処理用(上村L),31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,0 ,000,,,当月,0 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2016年04月27日,,
SNIP,社内処理用(板鼻P),ｼｬﾅｲｼｮﾘﾖｳ(ｲﾀﾊﾅP),社内処理用(板鼻P),,,,,,,様,,,,,P,板鼻健太郎P,掛売上,売上単価１,100.0 ,SNIP,社内処理用(板鼻P),31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,0 ,000,,,当月,0 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2016年04月27日,,
SNIX,社内処理用(上村X),ｼｬﾅｲｼｮﾘﾖｳ(ｶﾐﾑﾗX),社内処理用(上村X),,,,,,,様,,,,,X,上村　茂X,掛売上,売上単価１,100.0 ,SNIX,社内処理用(上村X),31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,0 ,000,,,当月,0 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : シモムラ一括請求書ｖｒ2,○,,,,,,,,,,,,,表示する,2016年04月27日,,
SPN,パーン売用,ﾊﾟｰﾝｳﾘﾖｳ,パーン売用,,,,,,,様,,,,,,,掛売上,上代,100.0 ,SPN,パーン売用,31,毎月末日締,切り捨て,切り捨て,外税/伝票計,0 ,0 ,000,,,当月,0 ,当方負担,0 ,弥生 33430X 売上伝票/請求書 (販売11形式) : 新シモムラ,A4単票 334402ﾀｲﾌﾟ (販売11形式) : Ａ4請求明細（ｼﾓﾑﾗ用）,○,,,,,,,,,,,,,表示する,2015年05月27日,,
